Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
DRP47,15.75,1,0.141398626,11,250.5382,OUT017,2007,2.0,2,1,2775.7202
FDB21,7.475,1,0.148821808,4,241.2854,OUT045,2002,2.0,2,1,5317.0788
FDR04,7.075,1,0.0,8,98.0068,OUT018,2009,1.0,3,3,874.8612
FDX23,6.445,1,0.029691762,6,92.6436,OUT046,1997,2.0,1,1,1039.9796
FDX19,19.1,1,0.096715523,4,235.0958,OUT035,2004,2.0,2,1,3038.0454
FDD40,20.25,2,0.014790559,1,193.6162,OUT035,2004,2.0,2,1,3848.324
FDA01,15.0,2,0.054378253,12,59.1904,OUT046,1997,2.0,1,1,527.3136
FDS33,6.67,2,0.123428594,7,89.1514,OUT046,1997,2.0,1,1,2390.8878
FDM50,12.6,2,0.029943463,12,60.222,OUT027,1985,1.0,3,4,1677.816
FDB29,16.7,2,0.052368061,8,112.7176,OUT013,1987,3.0,3,1,801.6232
FDF46,7.07,1,0.093861144,7,115.5834,OUT045,2002,2.0,2,1,1267.0174
FDA33,6.48,1,0.033968647,7,148.0076,OUT045,2002,2.0,2,1,886.8456
FDC08,19.0,2,0.173154079,4,228.272,OUT010,1998,2.0,3,2,452.744
FDB53,13.35,1,0.139735226,8,147.5392,OUT045,2002,2.0,2,1,3877.6192
FDY31,12.6,1,0.043351896,4,146.6418,OUT027,1985,1.0,3,4,4414.254
DRQ35,12.6,1,0.042086652,11,122.4388,OUT027,1985,1.0,3,4,5448.9072
FDX36,9.695,2,0.12848269,6,223.9404,OUT049,1999,1.0,1,1,4950.8888
DRD13,15.0,1,0.049357077,2,62.6168,OUT017,2007,2.0,2,1,958.752
FDC52,11.15,2,0.008326735,1,149.9708,OUT017,2007,2.0,2,1,1956.1204
FDB45,20.85,1,0.021362955,4,103.2306,OUT049,1999,1.0,1,1,2404.2038
NCK19,9.8,1,0.151420934,14,194.3478,OUT010,1998,2.0,3,2,387.4956
FDV51,16.35,1,0.032511818,3,165.0842,OUT013,1987,3.0,3,1,994.7052
FDZ35,9.6,2,0.022323658,13,101.299,OUT045,2002,2.0,2,1,1754.383
NCW17,12.6,1,0.019292355,10,129.9994,OUT027,1985,1.0,3,4,3340.9844
FDV59,13.35,1,0.048124443,13,216.7166,OUT045,2002,2.0,2,1,3918.8988
DRH39,20.7,1,0.09261307,1,76.367,OUT013,1987,3.0,3,1,306.268
FDN60,12.6,1,0.094697274,6,158.4604,OUT027,1985,1.0,3,4,4278.4308
FDU55,16.2,1,0.035984104,4,260.6278,OUT045,2002,2.0,2,1,4425.5726
FDN58,12.6,2,0.056596985,7,230.9984,OUT027,1985,1.0,3,4,9267.936
FDC41,12.6,1,0.2047,8,76.867,OUT019,1985,2.0,1,2,229.701
FDO01,12.6,2,0.020618324,9,129.3994,OUT027,1985,1.0,3,4,2055.9904
NCO43,5.5,1,0.04709821,14,101.3016,OUT046,1997,2.0,1,1,3339.6528
FDQ07,15.1,2,0.087584126,4,221.7456,OUT045,2002,2.0,2,1,6410.3224
FDF28,15.7,2,0.038078899,8,122.9046,OUT017,2007,2.0,2,1,1992.0736
FDM01,7.895,2,0.095102092,9,104.4332,OUT017,2007,2.0,2,1,2870.9296
FDY49,12.6,2,0.011953902,12,164.5184,OUT027,1985,1.0,3,4,2807.0128
FDR24,17.35,2,0.062799379,6,88.183,OUT013,1987,3.0,3,1,539.298
NCY18,7.285,1,0.031125709,5,174.3054,OUT013,1987,3.0,3,1,4377.635
NCY30,20.25,1,0.026005891,5,180.9976,OUT045,2002,2.0,2,1,2716.464
FDJ22,12.6,1,0.09246392,7,190.9504,OUT019,1985,2.0,1,2,383.5008
DRI37,15.85,1,0.107765165,2,59.5904,OUT049,1999,1.0,1,1,703.0848
FDL27,6.17,1,0.010647477,3,66.3826,OUT049,1999,1.0,1,1,1937.478
NCO30,19.5,1,0.015749341,5,182.2608,OUT049,1999,1.0,1,1,3307.6944
NCB07,19.2,1,0.077628053,5,197.611,OUT049,1999,1.0,1,1,3142.576
FDX25,16.7,1,0.0,12,181.2292,OUT018,2009,1.0,3,3,2554.0088
FDP59,20.85,2,0.056695731,13,104.0648,OUT018,2009,1.0,3,3,1869.5664
FDR59,14.5,2,0.063993068,13,260.4594,OUT045,2002,2.0,2,1,5494.8474
FDT27,11.395,2,0.069529262,3,233.1616,OUT013,1987,3.0,3,1,6093.4016
DRI01,7.97,1,0.034452949,2,174.0422,OUT046,1997,2.0,1,1,2586.633
FDU09,7.71,2,0.06670068,7,55.2956,OUT049,1999,1.0,1,1,1255.6988
FDH26,19.25,2,0.034699737,12,141.7496,OUT046,1997,2.0,1,1,4093.3384
FDH27,7.075,1,0.058346939,1,142.2128,OUT046,1997,2.0,1,1,3163.8816
FDN39,12.6,2,0.065203103,3,166.0816,OUT027,1985,1.0,3,4,5033.448
FDH40,11.6,2,0.078929571,8,79.9276,OUT046,1997,2.0,1,1,1137.1864
FDJ56,12.6,1,0.182514881,4,98.77,OUT027,1985,1.0,3,4,2696.49
DRN47,12.1,1,0.016895293,11,178.566,OUT018,2009,1.0,3,3,898.83
NCO17,10.0,1,0.073379745,10,118.244,OUT046,1997,2.0,1,1,2756.412
FDX60,14.35,1,0.08075758,6,81.896,OUT045,2002,2.0,2,1,878.856
FDT22,10.395,1,0.112271498,7,58.222,OUT049,1999,1.0,1,1,659.142
FDX26,12.6,1,0.153741385,1,182.6292,OUT019,1985,2.0,1,2,182.4292
FDG45,8.1,1,0.127929521,4,211.4902,OUT013,1987,3.0,3,1,3610.6334
FDD44,8.05,2,0.07838564,4,256.4646,OUT035,2004,2.0,2,1,5153.292
FDS15,9.195,2,0.078502143,3,108.7596,OUT017,2007,2.0,2,1,2588.6304
FDL51,20.7,2,0.047684831,1,212.5876,OUT018,2009,1.0,3,3,1286.3256
FDL32,15.7,2,0.123159656,4,110.1544,OUT017,2007,2.0,2,1,1230.3984
FDZ07,12.6,2,0.0,4,60.2194,OUT027,1985,1.0,3,4,1733.7432
NCW53,12.6,1,0.053392944,10,193.8162,OUT019,1985,2.0,1,2,384.8324
NCA54,16.5,1,0.036715907,5,180.0318,OUT045,2002,2.0,2,1,3969.4996
FDX09,9.0,1,0.065236932,7,176.437,OUT035,2004,2.0,2,1,7763.228
FDO51,6.785,2,0.041947547,3,41.2112,OUT013,1987,3.0,3,1,809.6128
FDW49,19.5,1,0.082888496,12,178.6002,OUT018,2009,1.0,3,3,1253.7014
FDB27,7.575,1,0.055390121,1,195.2768,OUT046,1997,2.0,1,1,5715.2272
FDF45,18.2,2,0.012194556,4,57.7904,OUT013,1987,3.0,3,1,1464.76
FDV02,16.75,1,0.060495243,1,169.8106,OUT013,1987,3.0,3,1,3251.1014
FDY28,7.47,2,0.0,8,214.3218,OUT035,2004,2.0,2,1,4274.436
FDX31,12.6,2,0.014753811,4,231.7958,OUT027,1985,1.0,3,4,5375.0034
FDR43,12.6,1,0.160707489,4,38.019,OUT027,1985,1.0,3,4,1318.284
FDP51,13.85,2,0.085622362,3,119.4124,OUT018,2009,1.0,3,3,2251.7356
FDL52,6.635,2,0.046350909,8,37.4506,OUT017,2007,2.0,2,1,1176.4686
FDR44,6.11,2,0.102920886,4,130.4968,OUT046,1997,2.0,1,1,3523.4136
FDB34,15.25,1,0.026604781,7,86.2198,OUT035,2004,2.0,2,1,610.5386
FDC50,15.85,1,0.0,12,96.4094,OUT035,2004,2.0,2,1,1237.7222
FDT57,15.2,1,0.031860325,7,235.1248,OUT010,1998,2.0,3,2,474.0496
FDP22,12.6,2,0.0,7,52.6666,OUT027,1985,1.0,3,4,717.7324
DRE49,20.75,1,0.021250002,2,150.5024,OUT046,1997,2.0,1,1,2580.6408
FDM40,10.195,1,0.159936948,8,143.2154,OUT046,1997,2.0,1,1,2552.6772
FDY32,7.605,1,0.129503146,4,164.021,OUT045,2002,2.0,2,1,3914.904
FDW07,18.0,2,0.142688846,4,88.5514,OUT046,1997,2.0,1,1,796.9626
FDU02,12.6,1,0.179484411,1,228.9352,OUT019,1985,2.0,1,2,916.1408
NCF18,18.35,1,0.089163056,5,191.3504,OUT045,2002,2.0,2,1,3259.7568
FDQ56,6.59,1,0.105761491,4,84.8908,OUT049,1999,1.0,1,1,1677.816
FDN58,13.8,2,0.056960814,7,230.0984,OUT049,1999,1.0,1,1,3707.1744
FDG35,21.2,2,0.00704098,16,173.5738,OUT046,1997,2.0,1,1,2954.1546
FDY34,10.5,2,0.011026594,7,166.4842,OUT018,2009,1.0,3,3,2652.5472
NCE19,8.97,1,0.093203257,5,52.7956,OUT045,2002,2.0,2,1,1037.3164
NCK31,12.6,1,0.026916794,14,50.9666,OUT027,1985,1.0,3,4,717.7324
NCJ29,10.6,1,0.035264298,10,86.1224,OUT045,2002,2.0,2,1,426.112
FDT59,13.65,1,0.015908424,13,231.1668,OUT035,2004,2.0,2,1,6911.004
NCX41,19.0,1,0.017719277,10,211.0244,OUT046,1997,2.0,1,1,3811.0392
FDU45,12.6,2,0.035334201,7,115.3518,OUT027,1985,1.0,3,4,2277.036
FDW24,12.6,1,0.065652494,6,48.9034,OUT019,1985,2.0,1,2,48.6034
FDF22,6.865,1,0.056919038,7,212.8218,OUT049,1999,1.0,1,1,5770.4886
FDM60,10.8,2,0.048143292,6,40.2138,OUT046,1997,2.0,1,1,690.4346
FDR02,16.7,1,0.022047313,1,110.2886,OUT013,1987,3.0,3,1,1890.2062
DRP35,12.6,1,0.090427268,11,126.2336,OUT027,1985,1.0,3,4,3195.84
FDS48,15.15,1,0.027779254,6,150.1708,OUT046,1997,2.0,1,1,1504.708
NCZ42,10.5,1,0.0,5,238.3248,OUT010,1998,2.0,3,2,711.0744
FDZ38,17.6,1,0.008033611,1,174.2422,OUT018,2009,1.0,3,3,4311.055
FDH19,19.35,1,0.033088472,3,175.4738,OUT046,1997,2.0,1,1,521.3214
NCB55,15.7,1,0.160663021,5,59.4562,OUT046,1997,2.0,1,1,829.5868
FDC15,18.1,1,0.178975721,1,155.5288,OUT017,2007,2.0,2,1,1571.288
FDF11,10.195,2,0.017627888,16,239.6538,OUT035,2004,2.0,2,1,2403.538
FDW35,12.6,1,0.0194158,13,41.6454,OUT019,1985,2.0,1,2,83.8908
FDB44,6.655,1,0.016993225,4,211.0586,OUT045,2002,2.0,2,1,844.2344
NCC06,19.0,1,0.027139013,5,127.3336,OUT017,2007,2.0,2,1,2940.1728
FDR04,7.075,1,0.03777249,8,98.0068,OUT010,1998,2.0,3,2,291.6204
FDB17,13.15,1,0.036746479,8,181.2976,OUT045,2002,2.0,2,1,3259.7568
FDW43,20.1,2,0.022460102,4,226.8036,OUT049,1999,1.0,1,1,3415.554
FDA27,20.35,2,0.0,1,256.7672,OUT018,2009,1.0,3,3,5624.6784
NCU41,18.85,1,0.05213575,10,190.1846,OUT049,1999,1.0,1,1,6687.961
FDY56,16.35,2,0.062508438,4,227.1062,OUT049,1999,1.0,1,1,5642.655
FDV39,11.3,1,0.007309544,3,196.2426,OUT018,2009,1.0,3,3,4943.565
FDN32,17.5,1,0.015623754,4,182.6266,OUT018,2009,1.0,3,3,3135.2522
FDW07,18.0,2,0.142978223,4,87.4514,OUT045,2002,2.0,2,1,796.9626
FDZ27,7.935,1,0.017191055,1,51.535,OUT045,2002,2.0,2,1,848.895
FDW23,12.6,1,0.143592939,6,37.3164,OUT019,1985,2.0,1,2,38.6164
FDU01,20.25,2,0.011995271,12,184.5924,OUT046,1997,2.0,1,1,4997.4948
FDF10,15.5,2,0.15717236,7,149.1418,OUT049,1999,1.0,1,1,588.5672
DRH03,12.6,1,0.061393095,1,91.812,OUT019,1985,2.0,1,2,372.848
FDW27,12.6,2,0.264124669,3,155.7314,OUT019,1985,2.0,1,2,155.1314
DRI13,15.35,1,0.020310046,2,218.0508,OUT013,1987,3.0,3,1,3038.7112
NCR05,10.1,1,0.054630834,10,200.2084,OUT046,1997,2.0,1,1,1587.2672
FDB29,16.7,2,0.052517969,8,115.4176,OUT045,2002,2.0,2,1,687.1056
FDL51,20.7,2,0.047565208,1,213.4876,OUT049,1999,1.0,1,1,1929.4884
FDB11,16.0,1,0.060797393,16,223.8404,OUT013,1987,3.0,3,1,3600.6464
FDI35,14.0,1,0.041291169,16,180.7634,OUT046,1997,2.0,1,1,2181.1608
FDX08,12.85,1,0.022604051,4,181.4318,OUT046,1997,2.0,1,1,3428.2042
FDP59,20.85,2,0.056580228,13,105.6648,OUT045,2002,2.0,2,1,623.1888
NCJ18,12.35,1,0.164196823,5,120.5124,OUT049,1999,1.0,1,1,2133.2232
FDJ41,6.85,1,0.022976497,8,261.6594,OUT018,2009,1.0,3,3,3401.5722
FDU08,10.3,1,0.027310252,4,101.0042,OUT035,2004,2.0,2,1,1289.6546
FDS09,12.6,2,0.141975462,7,49.6008,OUT019,1985,2.0,1,2,50.6008
DRH15,8.775,1,0.0,1,45.9428,OUT013,1987,3.0,3,1,790.9704
NCV17,18.85,1,0.01619866,10,129.2626,OUT017,2007,2.0,2,1,3147.9024
NCO54,12.6,1,0.014205168,5,56.7614,OUT027,1985,1.0,3,4,2486.763
FDE24,14.85,1,0.09344495,6,141.0812,OUT035,2004,2.0,2,1,1139.8496
FDH53,20.5,2,0.019199733,8,84.3592,OUT046,1997,2.0,1,1,1816.3024
FDZ13,7.84,2,0.154120252,12,51.935,OUT018,2009,1.0,3,3,199.74
FDW28,18.25,1,0.089004389,8,196.7452,OUT045,2002,2.0,2,1,978.726
FDU46,10.3,2,0.011117041,7,85.854,OUT013,1987,3.0,3,1,2683.174
NCE43,12.5,1,0.103422709,5,169.9448,OUT035,2004,2.0,2,1,2897.5616
FDS26,12.6,1,0.089035961,1,260.5594,OUT027,1985,1.0,3,4,9158.079
FDB14,20.25,2,0.102723919,12,93.212,OUT046,1997,2.0,1,1,1957.452
DRB48,12.6,2,0.024733134,2,40.2822,OUT027,1985,1.0,3,4,1296.3126
NCC42,15.0,1,0.044871033,10,140.3838,OUT013,1987,3.0,3,1,2528.7084
FDQ20,8.325,1,0.029760052,4,38.7138,OUT013,1987,3.0,3,1,284.2966
FDA13,15.85,1,0.078999287,12,38.6506,OUT017,2007,2.0,2,1,759.012
FDZ15,13.1,1,0.020870744,1,117.3782,OUT046,1997,2.0,1,1,1787.673
NCV42,6.26,1,0.031599715,5,111.3228,OUT017,2007,2.0,2,1,2431.5016
DRI51,17.25,1,0.042413704,1,173.1764,OUT018,2009,1.0,3,3,4466.1864
FDO28,5.765,1,0.072284689,8,119.9098,OUT035,2004,2.0,2,1,2048.6666
NCS54,13.6,1,0.009984847,5,175.437,OUT013,1987,3.0,3,1,1940.807
FDH16,10.5,1,0.052852621,8,88.783,OUT017,2007,2.0,2,1,2067.309
FDG24,7.975,1,0.014660821,6,85.125,OUT045,2002,2.0,2,1,2663.2
FDR52,12.65,2,0.076354362,8,192.1846,OUT018,2009,1.0,3,3,1146.5076
NCH06,12.3,1,0.076709639,5,247.846,OUT045,2002,2.0,2,1,3448.844
FDA36,5.985,1,0.005677876,6,184.8924,OUT045,2002,2.0,2,1,1665.8316
FDU56,12.6,1,0.0,4,184.7266,OUT027,1985,1.0,3,4,8114.7704
FDT09,15.15,2,0.012282366,7,132.5284,OUT049,1999,1.0,1,1,1713.7692
FDU25,12.35,1,0.026681262,12,56.4246,OUT046,1997,2.0,1,1,810.9444
FDK41,14.3,1,0.127541722,8,84.9224,OUT046,1997,2.0,1,1,1193.1136
NCT54,8.695,1,0.119513002,5,93.4094,OUT035,2004,2.0,2,1,856.8846
FDV51,16.35,1,0.054463442,3,163.8842,OUT010,1998,2.0,3,2,165.7842
FDM24,6.135,2,0.0,6,151.3366,OUT045,2002,2.0,2,1,1057.9562
NCO30,19.5,1,0.015756784,5,185.0608,OUT045,2002,2.0,2,1,2205.1296
FDQ45,9.5,2,0.010907967,7,182.3608,OUT013,1987,3.0,3,1,2940.1728
DRK59,8.895,1,0.07543556,11,235.8616,OUT035,2004,2.0,2,1,3046.7008
FDW28,18.25,1,0.0,8,196.8452,OUT046,1997,2.0,1,1,3327.6684
FDC02,21.35,1,0.115194717,12,258.3278,OUT010,1998,2.0,3,2,520.6556
FDR21,19.7,1,0.066922802,7,174.837,OUT035,2004,2.0,2,1,2999.429
FDN48,12.6,1,0.064636203,6,90.0804,OUT027,1985,1.0,3,4,2113.2492
FDT44,16.6,1,0.103195401,4,117.8466,OUT045,2002,2.0,2,1,942.7728
FDX14,12.6,1,0.13121032,1,74.0354,OUT019,1985,2.0,1,2,75.2354
FDH57,10.895,1,0.035747522,4,133.6284,OUT046,1997,2.0,1,1,1581.9408
FDH28,12.6,2,0.192650072,8,37.4506,OUT019,1985,2.0,1,2,37.9506
NCT41,12.6,1,0.098031771,10,151.3024,OUT019,1985,2.0,1,2,151.8024
FDO11,12.6,2,0.030118338,13,248.8092,OUT027,1985,1.0,3,4,3486.1288
NCP42,8.51,1,0.016201845,5,195.2478,OUT017,2007,2.0,2,1,4262.4516
FDN09,14.15,1,0.05837308,7,243.9828,OUT010,1998,2.0,3,2,731.0484
FDP32,6.65,1,0.087652908,4,128.8678,OUT035,2004,2.0,2,1,1398.8458
FDV57,15.25,2,0.065999008,7,177.966,OUT049,1999,1.0,1,1,2336.958
FDW28,18.25,1,0.088750333,8,196.5452,OUT013,1987,3.0,3,1,2348.9424
FDR56,12.6,2,0.100277876,4,196.8768,OUT027,1985,1.0,3,4,7094.7648
FDA40,16.0,2,0.099252438,8,87.4856,OUT035,2004,2.0,2,1,1054.6272
NCG42,19.2,1,0.0,5,127.831,OUT045,2002,2.0,2,1,1298.31
NCK54,12.15,1,0.0,5,117.815,OUT017,2007,2.0,2,1,2330.3
FDE16,8.895,1,0.026384672,8,208.9954,OUT049,1999,1.0,1,1,4584.6988
FDB15,10.895,1,0.228993134,1,263.4568,OUT010,1998,2.0,3,2,527.3136
FDC40,16.0,2,0.065431917,1,76.1986,OUT017,2007,2.0,2,1,1869.5664
FDE53,12.6,1,0.026749991,8,106.928,OUT027,1985,1.0,3,4,2876.256
FDK24,9.195,1,0.0,6,43.6744,OUT018,2009,1.0,3,3,407.4696
FDW31,11.35,2,0.043333912,4,201.0742,OUT018,2009,1.0,3,3,2189.8162
NCX29,10.0,1,0.089656812,10,144.0102,OUT017,2007,2.0,2,1,1603.9122
NCM07,9.395,1,0.039954281,14,82.4908,OUT035,2004,2.0,2,1,2013.3792
DRN36,12.6,1,0.087854925,2,95.9752,OUT019,1985,2.0,1,2,95.8752
FDQ37,20.75,1,0.149404057,9,192.8478,OUT010,1998,2.0,3,2,774.9912
FDK43,9.8,1,0.0268952,3,128.402,OUT045,2002,2.0,2,1,2403.538
FDK28,5.695,1,0.065857092,8,258.5646,OUT018,2009,1.0,3,3,4380.2982
FDR43,18.2,1,0.161817014,4,37.819,OUT045,2002,2.0,2,1,219.714
FDL48,19.35,2,0.082197959,6,49.2034,OUT013,1987,3.0,3,1,729.051
DRL23,18.35,1,0.015335349,11,106.6938,OUT045,2002,2.0,2,1,1393.5194
NCX42,6.36,1,0.00599072,5,163.6526,OUT045,2002,2.0,2,1,5262.4832
DRD37,9.8,1,0.013898123,2,46.506,OUT018,2009,1.0,3,3,372.848
FDZ47,12.6,2,0.078912473,6,99.9042,OUT027,1985,1.0,3,4,3273.7386
NCJ54,12.6,1,0.059776237,5,231.7642,OUT027,1985,1.0,3,4,5344.3766
FDL52,6.635,2,0.0,8,39.7506,OUT013,1987,3.0,3,1,303.6048
FDC15,18.1,1,0.297883712,1,156.7288,OUT010,1998,2.0,3,2,314.2576
NCD19,8.93,1,0.022059594,5,56.0614,OUT010,1998,2.0,3,2,276.307
FDD08,8.3,1,0.03532494,4,38.9506,OUT013,1987,3.0,3,1,721.0614
NCN18,8.895,1,0.124967595,5,112.7544,OUT045,2002,2.0,2,1,3467.4864
FDY56,16.35,2,0.062411404,4,225.9062,OUT046,1997,2.0,1,1,5416.9488
NCI29,8.6,1,0.032754431,10,140.5154,OUT018,2009,1.0,3,3,283.6308
NCE06,12.6,1,0.160178832,5,160.2894,OUT019,1985,2.0,1,2,323.5788
FDC08,19.0,2,0.104035148,4,227.772,OUT017,2007,2.0,2,1,5206.556
FDU52,7.56,1,0.06390019,8,157.263,OUT045,2002,2.0,2,1,2503.408
FDN16,12.6,2,0.062648111,8,104.899,OUT013,1987,3.0,3,1,1960.781
NCM55,15.6,1,0.111685868,14,184.7924,OUT010,1998,2.0,3,2,370.1848
FDR49,8.71,1,0.233039817,12,49.5376,OUT010,1998,2.0,3,2,95.8752
FDC15,18.1,1,0.17824575,1,158.1288,OUT049,1999,1.0,1,1,3299.7048
FDB53,13.35,1,0.140241213,8,150.2392,OUT017,2007,2.0,2,1,2684.5056
FDK44,16.6,1,0.0,4,173.3738,OUT046,1997,2.0,1,1,2085.2856
FDA16,6.695,1,0.033935576,8,221.9456,OUT035,2004,2.0,2,1,2210.456
FDO19,12.6,2,0.016516275,4,47.4034,OUT027,1985,1.0,3,4,2187.153
FDO04,16.6,1,0.026537206,8,57.2614,OUT046,1997,2.0,1,1,1049.9666
NCL19,15.35,1,0.015673267,14,145.047,OUT035,2004,2.0,2,1,2719.793
FDA44,19.7,1,0.089083914,4,54.593,OUT010,1998,2.0,3,2,56.593
FDR60,14.3,1,0.131152799,6,78.6328,OUT017,2007,2.0,2,1,231.6984
FDV37,12.6,2,0.083109455,12,195.8426,OUT027,1985,1.0,3,4,5734.5354
FDG53,10.0,1,0.045818773,8,138.718,OUT013,1987,3.0,3,1,1398.18
DRG01,14.8,1,0.044869794,2,76.467,OUT035,2004,2.0,2,1,1531.34
FDB38,12.6,2,0.0,12,160.692,OUT019,1985,2.0,1,2,319.584
FDI27,8.71,2,0.04605781,1,43.8744,OUT049,1999,1.0,1,1,633.8416
FDD29,12.15,1,0.030815427,8,252.0698,OUT010,1998,2.0,3,2,1014.6792
NCR41,17.85,1,0.01806055,10,97.0094,OUT045,2002,2.0,2,1,2094.6068
FDW44,9.5,2,0.035205866,4,171.3448,OUT049,1999,1.0,1,1,2386.2272
FDU21,11.8,2,0.076705948,7,34.7558,OUT035,2004,2.0,2,1,780.9834
FDI14,14.1,1,0.089677773,12,139.8496,OUT046,1997,2.0,1,1,1693.7952
FDW50,12.6,1,0.132327406,1,168.4158,OUT019,1985,2.0,1,2,334.2316
FDN39,19.35,2,0.065520388,3,168.3816,OUT046,1997,2.0,1,1,1342.2528
FDT31,19.75,1,0.012518707,4,190.6872,OUT017,2007,2.0,2,1,4916.2672
FDJ14,10.3,2,0.050353695,12,78.696,OUT017,2007,2.0,2,1,1757.712
NCQ43,12.6,1,0.110762642,14,108.5912,OUT027,1985,1.0,3,4,1637.868
FDZ22,12.6,1,0.045050674,7,84.925,OUT027,1985,1.0,3,4,1747.725
FDU38,10.8,1,0.083016832,1,193.4504,OUT017,2007,2.0,2,1,2876.256
FDS32,17.75,2,0.0,4,139.9838,OUT045,2002,2.0,2,1,1966.7732
DRH13,8.575,1,0.023983258,2,106.328,OUT018,2009,1.0,3,3,958.752
DRF03,19.1,1,0.075836522,1,40.2138,OUT010,1998,2.0,3,2,81.2276
FDJ20,20.7,2,0.100330684,4,123.4388,OUT049,1999,1.0,1,1,1238.388
FDE22,12.6,1,0.051778173,7,157.892,OUT019,1985,2.0,1,2,319.584
FDX22,6.785,2,0.022970468,7,211.0928,OUT035,2004,2.0,2,1,4418.2488
DRM11,6.57,1,0.066014596,11,259.7278,OUT013,1987,3.0,3,1,2863.6058
FDL58,5.78,2,0.07429945,7,264.9568,OUT045,2002,2.0,2,1,1845.5976
FDL25,6.92,2,0.131128467,9,93.1804,OUT049,1999,1.0,1,1,1561.9668
FDD40,20.25,2,0.014816356,1,194.1162,OUT049,1999,1.0,1,1,3848.324
FDT08,13.65,1,0.049318315,4,149.005,OUT045,2002,2.0,2,1,2097.27
FDO22,13.5,2,0.017960492,7,81.596,OUT017,2007,2.0,2,1,639.168
NCM41,16.5,1,0.035801238,10,92.612,OUT018,2009,1.0,3,3,559.272
FDJ21,16.7,2,0.038606365,7,146.5102,OUT045,2002,2.0,2,1,2770.3938
FDC53,8.68,1,0.008871687,8,99.7384,OUT018,2009,1.0,3,3,295.6152
DRK35,12.6,1,0.125793938,11,36.2506,OUT019,1985,2.0,1,2,37.9506
FDQ09,7.235,1,0.058369013,7,115.2834,OUT018,2009,1.0,3,3,1267.0174
DRB48,16.75,2,0.0,2,39.3822,OUT046,1997,2.0,1,1,353.5398
DRE25,15.35,1,0.073269336,2,92.112,OUT035,2004,2.0,2,1,1118.544
FDL08,10.8,1,0.049677651,4,245.9144,OUT013,1987,3.0,3,1,4655.2736
NCV42,6.26,1,0.031470832,5,110.2228,OUT049,1999,1.0,1,1,1547.3192
FDW03,5.63,2,0.024579432,3,105.3306,OUT049,1999,1.0,1,1,1045.306
FDL25,6.92,2,0.131665479,9,91.8804,OUT017,2007,2.0,2,1,275.6412
FDC17,12.15,1,0.015523707,8,212.0928,OUT018,2009,1.0,3,3,2735.1064
FDK44,16.6,1,0.122475364,4,175.5738,OUT045,2002,2.0,2,1,347.5476
FDE34,9.195,1,0.107891398,7,182.7634,OUT046,1997,2.0,1,1,3817.0314
FDP10,19.0,1,0.128065918,7,104.3622,OUT035,2004,2.0,2,1,1905.5196
FDZ22,9.395,1,0.045361705,7,83.825,OUT045,2002,2.0,2,1,665.8
NCK19,9.8,1,0.090390357,14,192.1478,OUT013,1987,3.0,3,1,2324.9736
FDO44,12.6,1,0.087029712,4,109.2228,OUT027,1985,1.0,3,4,3205.1612
NCU41,18.85,1,0.052054819,10,189.1846,OUT046,1997,2.0,1,1,2101.9306
NCF31,9.13,1,0.051952573,5,152.3024,OUT045,2002,2.0,2,1,1821.6288
FDG14,9.0,2,0.050786366,12,152.2024,OUT017,2007,2.0,2,1,3643.2576
NCH30,17.1,1,0.067141355,5,114.586,OUT035,2004,2.0,2,1,2942.836
FDR36,6.715,2,0.121485195,6,40.2454,OUT013,1987,3.0,3,1,587.2356
NCJ30,5.82,1,0.080640478,5,167.779,OUT046,1997,2.0,1,1,2886.243
FDR08,18.7,1,0.037699254,4,110.2886,OUT045,2002,2.0,2,1,2223.772
FDU04,7.93,1,0.0,8,123.2414,OUT018,2009,1.0,3,3,487.3656
NCQ50,18.75,1,0.034501405,5,211.7218,OUT017,2007,2.0,2,1,5770.4886
FDL46,12.6,1,0.053795154,7,117.7466,OUT027,1985,1.0,3,4,1414.1592
DRK37,5.0,1,0.044004675,2,188.853,OUT046,1997,2.0,1,1,5502.837
FDK48,7.445,1,0.0,6,76.8354,OUT046,1997,2.0,1,1,2181.8266
FDV58,20.85,1,0.121250374,7,193.9452,OUT046,1997,2.0,1,1,1565.9616
FDN27,20.85,1,0.0,3,115.1808,OUT018,2009,1.0,3,3,1054.6272
FDZ52,19.2,1,0.100230114,8,112.9886,OUT049,1999,1.0,1,1,1667.829
NCF42,17.35,1,0.167383061,5,175.6712,OUT046,1997,2.0,1,1,2812.3392
FDQ48,14.3,2,0.034404732,6,98.1726,OUT035,2004,2.0,2,1,489.363
FDW49,19.5,1,0.082719632,12,179.3002,OUT045,2002,2.0,2,1,2865.6032
FDR58,6.675,1,0.041913535,7,90.7462,OUT035,2004,2.0,2,1,1665.8316
NCE07,8.18,1,0.0132043,5,143.8154,OUT017,2007,2.0,2,1,2694.4926
FDK14,6.98,1,0.041105789,12,83.4934,OUT046,1997,2.0,1,1,1555.9746
FDC11,12.6,1,0.141106202,16,87.9172,OUT027,1985,1.0,3,4,3836.3396
FDL22,16.85,1,0.036463975,7,90.7488,OUT045,2002,2.0,2,1,543.2928
